HORMEL FOODS CORP;0,03;US4404521001;Basis-consumentengoederen;Verenigde Staten
GARTNER INC;0,03;US3666511072;IT;Verenigde Staten
SUBARU CORP;0,03;JP3814800003;Luxe-consumentengoederen;Japan
TERADYNE INC;0,03;US8807701029;IT;Verenigde Staten
LOGITECH INTERNATIONAL SA;0,03;CH0025751329;IT;Zwitserland
CITIZENS FINANCIAL GROUP INC;0,03;US1746101054;Financiële waarden;Verenigde Staten
ATMOS ENERGY CORP;0,03;US0495601058;Nutsbedrijven;Verenigde Staten
BANDAI NAMCO HOLDINGS INC;0,03;JP3778630008;Luxe-consumentengoederen;Japan
PEMBINA PIPELINE CORP;0,03;CA7063271034;Energie;Canada
WIX.COM LTD;0,03;IL0011301780;IT;Israël
KBC GROEP;0,03;BE0003565737;Financiële waarden;België
IDEX CORP;0,03;US45167R1041;Industrie;Verenigde Staten
INTACT FINANCIAL CORP;0,03;CA45823T1066;Financiële waarden;Canada
SVB FINANCIAL GROUP;0,03;US78486Q1013;Financiële waarden;Verenigde Staten
SGS SA;0,03;CH0002497458;Industrie;Zwitserland
ZALANDO;0,03;DE000ZAL1111;Luxe-consumentengoederen;Duitsland
ALNYLAM PHARMACEUTICALS INC;0,03;US02043Q1076;Gezondheidszorg;Verenigde Staten
SYNCHRONY FINANCIAL;0,03;US87165B1035;Financiële waarden;Verenigde Staten
NICE LTD;0,03;IL0002730112;IT;Israël
GARMIN LTD;0,03;CH0114405324;Luxe-consumentengoederen;Verenigde Staten
PEUGEOT SA;0,03;FR0000121501;Luxe-consumentengoederen;Frankrijk
SLACK TECHNOLOGIES CLASS A INC;0,03;US83088V1026;IT;Verenigde Staten
OMNICOM GROUP INC;0,03;US6819191064;Communicatie;Verenigde Staten
TDK CORP;0,03;JP3538800008;IT;Japan
BOSTON PROPERTIES REIT INC;0,03;US1011211018;Vastgoed;Verenigde Staten
BIOMARIN PHARMACEUTICAL INC;0,03;US09061G1013;Gezondheidszorg;Verenigde Staten
HESS CORP;0,03;US42809H1077;Energie;Verenigde Staten
NIPPON PAINT HOLDINGS LTD;0,03;JP3749400002;Materialen;Japan
YASKAWA ELECTRIC CORP;0,03;JP3932000007;Industrie;Japan
EMERA INC;0,03;CA2908761018;Nutsbedrijven;Canada
FIAT CHRYSLER AUTOMOBILES NV;0,03;NL0010877643;Luxe-consumentengoederen;Italië
FISHER AND PAYKEL HEALTHCARE CORPO;0,03;NZFAPE0001S2;Gezondheidszorg;Nieuw-Zeeland
MGM RESORTS INTERNATIONAL;0,03;US5529531015;Luxe-consumentengoederen;Verenigde Staten
INGERSOLL RAND INC;0,03;US45687V1061;Industrie;Verenigde Staten
LEIDOS HOLDINGS INC;0,03;US5253271028;IT;Verenigde Staten
CK ASSET HOLDINGS LTD;0,03;KYG2177B1014;Vastgoed;Hong Kong
WESTINGHOUSE AIR BRAKE TECHNOLOGIE;0,03;US9297401088;Industrie;Verenigde Staten
DELIVERY HERO;0,03;DE000A2E4K43;Luxe-consumentengoederen;Duitsland
ENEOS HOLDINGS INC;0,03;JP3386450005;Energie;Japan
ASAHI GROUP HOLDINGS LTD;0,03;JP3116000005;Basis-consumentengoederen;Japan
NETAPP INC;0,03;US64110D1046;IT;Verenigde Staten
JUST EAT TAKEAWA NV;0,03;NL0012015705;Luxe-consumentengoederen;Nederland
FORTUNE BRANDS HOME AND SECURITY I;0,03;US34964C1062;Industrie;Verenigde Staten
OMRON CORP;0,03;JP3197800000;IT;Japan
JACK HENRY AND ASSOCIATES INC;0,03;US4262811015;IT;Verenigde Staten
ULTA BEAUTY INC;0,03;US90384S3031;Luxe-consumentengoederen;Verenigde Staten
VEOLIA ENVIRON. SA;0,03;FR0000124141;Nutsbedrijven;Frankrijk
REPSOL SA;0,03;ES0173516115;Energie;Spanje
PERSIMMON PLC;0,03;GB0006825383;Luxe-consumentengoederen;Verenigd Koninkrijk
MONGODB INC CLASS A;0,03;US60937P1066;IT;Verenigde Staten
FAIR ISAAC CORP;0,03;US3032501047;IT;Verenigde Staten
BLACK KNIGHT INC;0,03;US09215C1053;IT;Verenigde Staten
CHENIERE ENERGY INC;0,03;US16411R2085;Energie;Verenigde Staten
WATER CORP;0,03;US9418481035;Gezondheidszorg;Verenigde Staten
JM SMUCKER;0,03;US8326964058;Basis-consumentengoederen;Verenigde Staten
EXACT SCIENCES CORP;0,03;US30063P1057;Gezondheidszorg;Verenigde Staten
SOCIETE GENERALE SA;0,03;FR0000130809;Financiële waarden;Frankrijk
ONO PHARMACEUTICAL LTD;0,03;JP3197600004;Gezondheidszorg;Japan
SKF B;0,03;SE0000108227;Industrie;Zweden
KINGSPAN GROUP PLC;0,03;IE0004927939;Industrie;Ierland
W. P. CAREY REIT INC;0,03;US92936U1097;Vastgoed;Verenigde Staten
BUNZL;0,03;GB00B0744B38;Industrie;Verenigd Koninkrijk
JACOBS ENGINEERING GROUP INC;0,03;US4698141078;Industrie;Verenigde Staten
TIFFANY;0,03;US8865471085;Luxe-consumentengoederen;Verenigde Staten
BOOZ ALLEN HAMILTON HOLDING CORP C;0,03;US0995021062;IT;Verenigde Staten
VMWARE CLASS A INC;0,03;US9285634021;IT;Verenigde Staten
METRO INC;0,03;CA59162N1096;Basis-consumentengoederen;Canada
ASAHI KASEI CORP;0,03;JP3111200006;Materialen;Japan
FACTSET RESEARCH SYSTEMS INC;0,03;US3030751057;Financiële waarden;Verenigde Staten
GODADDY INC CLASS A;0,03;US3802371076;IT;Verenigde Staten
QBE INSURANCE GROUP LTD;0,03;AU000000QBE9;Financiële waarden;Australië
ZILLOW GROUP INC CLASS C;0,03;US98954M2008;Communicatie;Verenigde Staten
TELENOR;0,03;NO0010063308;Communicatie;Noorwegen
ARISTA NETWORKS INC;0,03;US0404131064;IT;Verenigde Staten
CONTINENTAL AG;0,03;DE0005439004;Luxe-consumentengoederen;Duitsland
MARTIN MARIETTA MATERIALS INC;0,03;US5732841060;Materialen;Verenigde Staten
NN GROUP NV;0,03;NL0010773842;Financiële waarden;Nederland
EVERGY INC;0,03;US30034W1062;Nutsbedrijven;Verenigde Staten
CBOE GLOBAL MARKETS INC;0,03;US12503M1080;Financiële waarden;Verenigde Staten
TYLER TECHNOLOGIES INC;0,03;US9022521051;IT;Verenigde Staten
JB HUNT TRANSPORT SERVICES INC;0,03;US4456581077;Industrie;Verenigde Staten
INSULET CORP;0,03;US45784P1012;Gezondheidszorg;Verenigde Staten
TELEDYNE TECHNOLOGIES INC;0,02;US8793601050;Industrie;Verenigde Staten
WORLDLINE SA;0,02;FR0011981968;IT;Frankrijk
BRENNTAG AG;0,02;DE000A1DAHH0;Industrie;Duitsland
SEKISUI HOUSE LTD;0,02;JP3420600003;Luxe-consumentengoederen;Japan
ZEBRA TECHNOLOGIES CORP CLASS A;0,02;US9892071054;IT;Verenigde Staten
SUMITOMO REALTY & DEVELOPMENT LTD;0,02;JP3409000001;Vastgoed;Japan
RENTOKIL INITIAL PLC;0,02;GB00B082RF11;Industrie;Verenigd Koninkrijk
SEAGATE TECHNOLOGY PLC;0,02;IE00B58JVZ52;IT;Verenigde Staten
OPEN TEXT CORP;0,02;CA6837151068;IT;Canada
BIO RAD LABORATORIES INC CLASS A;0,02;US0905722072;Gezondheidszorg;Verenigde Staten
BEIERSDORF AG;0,02;DE0005200000;Basis-consumentengoederen;Duitsland
ADVANCE AUTO PARTS INC;0,02;US00751Y1064;Luxe-consumentengoederen;Verenigde Staten
EASTMAN CHEMICAL;0,02;US2774321002;Materialen;Verenigde Staten
ARCH CAPITAL GROUP LTD;0,02;BMG0450A1053;Financiële waarden;Verenigde Staten
POWER CORPORATION OF CANADA;0,02;CA7392391016;Financiële waarden;Canada
AES CORP;0,02;US00130H1059;Nutsbedrijven;Verenigde Staten
OBIC LTD;0,02;JP3173400007;IT;Japan
COCA COLA EUROPEAN PARTNERS PLC;0,02;GB00BDCPN049;Basis-consumentengoederen;Nederland
TOSHIBA CORP;0,02;JP3592200004;Industrie;Japan
INTERTEK GROUP PLC;0,02;GB0031638363;Industrie;Verenigd Koninkrijk
WHIRLPOOL CORP;0,02;US9633201069;Luxe-consumentengoederen;Verenigde Staten
BRAMBLES LTD;0,02;AU000000BXB1;Industrie;Australië
ABIOMED INC;0,02;US0036541003;Gezondheidszorg;Verenigde Staten
IAC INTERACTIVE;0,02;US44891N1090;Communicatie;Verenigde Staten
ROYAL CARIBBEAN GROUP LTD;0,02;LR0008862868;Luxe-consumentengoederen;Verenigde Staten
EQUITY LIFESTYLE PROPERTIES REIT I;0,02;US29472R1086;Vastgoed;Verenigde Staten
SUMITOMO MITSUI TRUST HOLDINGS INC;0,02;JP3892100003;Financiële waarden;Japan
RPM INTERNATIONAL INC;0,02;US7496851038;Materialen;Verenigde Staten
TELIA COMPANY;0,02;SE0000667925;Communicatie;Zweden
AFTERPAY LTD;0,02;AU000000APT1;IT;Australië
OCCIDENTAL PETROLEUM CORP;0,02;US6745991058;Energie;Verenigde Staten
AVALARA INC;0,02;US05338G1067;IT;Verenigde Staten
PULTEGROUP INC;0,02;US7458671010;Luxe-consumentengoederen;Verenigde Staten
BT GROUP PLC;0,02;GB0030913577;Communicatie;Verenigd Koninkrijk
SANDS CHINA LTD;0,02;KYG7800X1079;Luxe-consumentengoederen;Hong Kong
COGNEX CORP;0,02;US1924221039;IT;Verenigde Staten
BROWN & BROWN INC;0,02;US1152361010;Financiële waarden;Verenigde Staten
EUROFINS SCIENTIFIC;0,02;FR0000038259;Gezondheidszorg;Frankrijk
DOLLARAMA INC;0,02;CA25675T1075;Luxe-consumentengoederen;Canada
DARDEN RESTAURANTS INC;0,02;US2371941053;Luxe-consumentengoederen;Verenigde Staten
CREDIT AGRICOLE SA;0,02;FR0000045072;Financiële waarden;Frankrijk
ASX LTD;0,02;AU000000ASX7;Financiële waarden;Australië
WESTERN UNION;0,02;US9598021098;IT;Verenigde Staten
VICI PPTYS INC;0,02;US9256521090;Vastgoed;Verenigde Staten
JAPAN POST HOLDINGS LTD;0,02;JP3752900005;Financiële waarden;Japan
LOEWS CORP;0,02;US5404241086;Financiële waarden;Verenigde Staten
HUNTINGTON BANCSHARES INC;0,02;US4461501045;Financiële waarden;Verenigde Staten
KEURIG DR PEPPER INC;0,02;US49271V1008;Basis-consumentengoederen;Verenigde Staten
WESTERN DIGITAL CORP;0,02;US9581021055;IT;Verenigde Staten
3I GROUP PLC;0,02;GB00B1YW4409;Financiële waarden;Verenigd Koninkrijk
SNAM;0,02;IT0003153415;Nutsbedrijven;Italië
RAMSAY HEALTH CARE LTD;0,02;AU000000RHC8;Gezondheidszorg;Australië
ALLY FINANCIAL INC;0,02;US02005N1000;Financiële waarden;Verenigde Staten
UDR REIT INC;0,02;US9026531049;Vastgoed;Verenigde Staten
THOMSON REUTERS CORP;0,02;CA8849037095;Industrie;Canada
MOWI;0,02;NO0003054108;Basis-consumentengoederen;Noorwegen
LENNOX INTERNATIONAL INC;0,02;US5261071071;Industrie;Verenigde Staten
FIDELITY NATIONAL FINANCIAL INC;0,02;US31620R3030;Financiële waarden;Verenigde Staten
XPO LOGISTICS INC;0,02;US9837931008;Industrie;Verenigde Staten
POWER ASSETS HOLDINGS LTD;0,02;HK0006000050;Nutsbedrijven;Hong Kong
MOLINA HEALTHCARE INC;0,02;US60855R1005;Gezondheidszorg;Verenigde Staten
NEXT PLC;0,02;GB0032089863;Luxe-consumentengoederen;Verenigd Koninkrijk
SUEZ SA;0,02;FR0010613471;Nutsbedrijven;Frankrijk
SUMITOMO METAL MINING LTD;0,02;JP3402600005;Materialen;Japan
ADVANTEST CORP;0,02;JP3122400009;IT;Japan
NORDSON CORP;0,02;US6556631025;Industrie;Verenigde Staten
FORTUM;0,02;FI0009007132;Nutsbedrijven;Finland
FOX CORP CLASS A;0,02;US35137L1052;Communicatie;Verenigde Staten
NEUROCRINE BIOSCIENCES INC;0,02;US64125C1099;Gezondheidszorg;Verenigde Staten
LKQ CORP;0,02;US5018892084;Luxe-consumentengoederen;Verenigde Staten
INTERCONTINENTAL HOTELS GROUP PLC;0,02;GB00BHJYC057;Luxe-consumentengoederen;Verenigd Koninkrijk
ARGENX;0,02;NL0010832176;Gezondheidszorg;België
SCOUT24 N AG;0,02;DE000A12DM80;Communicatie;Duitsland
JULIUS BAER GRUPPE AG;0,02;CH0102484968;Financiële waarden;Zwitserland
HANKYU HANSHIN HOLDINGS INC;0,02;JP3774200004;Industrie;Japan
TEXTRON INC;0,02;US8832031012;Industrie;Verenigde Staten
AVERY DENNISON CORP;0,02;US0536111091;Materialen;Verenigde Staten
HEINEKEN HOLDING NV;0,02;NL0000008977;Basis-consumentengoederen;Nederland
HANG SENG BANK LTD;0,02;HK0011000095;Financiële waarden;Hong Kong
WPP PLC;0,02;JE00B8KF9B49;Communicatie;Verenigd Koninkrijk
NEXON LTD;0,02;JP3758190007;Communicatie;Japan
IRON MOUNTAIN INC;0,02;US46284V1017;Vastgoed;Verenigde Staten
ADECCO GROUP AG;0,02;CH0012138605;Industrie;Zwitserland
GLOBE LIFE INC;0,02;US37959E1029;Financiële waarden;Verenigde Staten
CROWN HOLDINGS INC;0,02;US2283681060;Materialen;Verenigde Staten
TEVA PHARMACEUTICAL INDUSTRIES LTD;0,02;IL0006290147;Gezondheidszorg;Israël
TD AMERITRADE HOLDING CORP;0,02;US87236Y1082;Financiële waarden;Verenigde Staten
AENA SME SA;0,02;ES0105046009;Industrie;Spanje
CONCHO RESOURCES INC;0,02;US20605P1012;Energie;Verenigde Staten
SCENTRE GROUP;0,02;AU000000SCG8;Vastgoed;Australië
TERNA RETE ELETTRICA NAZIONALE;0,02;IT0003242622;Nutsbedrijven;Italië
HALMA PLC;0,02;GB0004052071;IT;Verenigd Koninkrijk
ZSCALER INC;0,02;US98980G1022;IT;Verenigde Staten
SHIMADZU CORP;0,02;JP3357200009;IT;Japan
COVESTRO AG;0,02;DE0006062144;Materialen;Duitsland
PG&E CORP;0,02;US69331C1080;Nutsbedrijven;Verenigde Staten
RAYMOND JAMES INC;0,02;US7547301090;Financiële waarden;Verenigde Staten
SAREPTA THERAPEUTICS INC;0,02;US8036071004;Gezondheidszorg;Verenigde Staten
ALBEMARLE CORP;0,02;US0126531013;Materialen;Verenigde Staten
HENKEL AG;0,02;DE0006048408;Basis-consumentengoederen;Duitsland
ELANCO ANIMAL HEALTH INC;0,02;US28414H1032;Gezondheidszorg;Verenigde Staten
PACKAGING CORP OF AMERICA;0,02;US6951561090;Materialen;Verenigde Staten
HENRY SCHEIN INC;0,02;US8064071025;Gezondheidszorg;Verenigde Staten
LEG IMMOBILIEN N AG;0,02;DE000LEG1110;Vastgoed;Duitsland
ONEOK INC;0,02;US6826801036;Energie;Verenigde Staten
YAMATO HOLDINGS LTD;0,02;JP3940000007;Industrie;Japan
PTC INC;0,02;US69370C1009;IT;Verenigde Staten
SARTORIUS STEDIM BIOTECH SA;0,02;FR0013154002;Gezondheidszorg;Frankrijk
CENTERPOINT ENERGY INC;0,02;US15189T1079;Nutsbedrijven;Verenigde Staten
CHR HANSEN HOLDING;0,02;DK0060227585;Materialen;Denemarken
ON SEMICONDUCTOR CORP;0,02;US6821891057;IT;Verenigde Staten
MTR CORPORATION CORP LTD;0,02;HK0066009694;Industrie;Hong Kong
SEVERN TRENT PLC;0,02;GB00B1FH8J72;Nutsbedrijven;Verenigd Koninkrijk
DAIFUKU LTD;0,02;JP3497400006;Industrie;Japan
KINROSS GOLD CORP;0,02;CA4969024047;Materialen;Canada
NITTO DENKO CORP;0,02;JP3684000007;Materialen;Japan
MTU AERO ENGINES HOLDING AG;0,02;DE000A0D9PT0;Industrie;Duitsland
CARREFOUR SA;0,02;FR0000120172;Basis-consumentengoederen;Frankrijk
SHAW COMMUNICATIONS INC CLASS B;0,02;CA82028K2002;Communicatie;Canada
BCE INC;0,02;CA05534B7604;Communicatie;Canada
DANSKE BANK;0,02;DK0010274414;Financiële waarden;Denemarken
CRODA INTERNATIONAL PLC;0,02;GB00BJFFLV09;Materialen;Verenigd Koninkrijk
MASIMO CORP;0,02;US5747951003;Gezondheidszorg;Verenigde Staten
SBI HOLDINGS INC;0,02;JP3436120004;Financiële waarden;Japan
RANDSTAD HOLDING;0,02;NL0000379121;Industrie;Nederland
AVANTOR INC;0,02;US05352A1007;Gezondheidszorg;Verenigde Staten
MEDICAL PROPERTIES TRUST REIT INC;0,02;US58463J3041;Vastgoed;Verenigde Staten
KUEHNE UND NAGEL INTERNATIONAL AG;0,02;CH0025238863;Industrie;Zwitserland
CENTURYLINK INC;0,02;US1567001060;Communicatie;Verenigde Staten
STRAUMANN HOLDING AG;0,02;CH0012280076;Gezondheidszorg;Zwitserland
ANNALY CAPITAL MANAGEMENT REIT INC;0,02;US0357104092;Financiële waarden;Verenigde Staten
MITSUBISHI HEAVY INDUSTRIES LTD;0,02;JP3900000005;Industrie;Japan
UNIVERSAL HEALTH SERVICES INC CLAS;0,02;US9139031002;Gezondheidszorg;Verenigde Staten
SAGE GROUP PLC;0,02;GB00B8C3BL03;IT;Verenigd Koninkrijk
UNITED UTILITIES GROUP PLC;0,02;GB00B39J2M42;Nutsbedrijven;Verenigd Koninkrijk
BOC HONG KONG HOLDINGS LTD;0,02;HK2388011192;Financiële waarden;Hong Kong
EMS-CHEMIE HOLDING AG;0,02;CH0016440353;Materialen;Zwitserland
MONDI PLC;0,02;GB00B1CRLC47;Materialen;Verenigd Koninkrijk
TEMENOS AG;0,02;CH0012453913;IT;Zwitserland
GUIDEWIRE SOFTWARE INC;0,02;US40171V1008;IT;Verenigde Staten
DENTSPLY SIRONA INC;0,02;US24906P1093;Gezondheidszorg;Verenigde Staten
NRG ENERGY INC;0,02;US6293775085;Nutsbedrijven;Verenigde Staten
TOKYO GAS LTD;0,02;JP3573000001;Nutsbedrijven;Japan
ALLEGION PLC;0,02;IE00BFRT3W74;Industrie;Verenigde Staten
RENAISSANCERE HOLDING LTD;0,02;BMG7496G1033;Financiële waarden;Verenigde Staten
JARDINE MATHESON HOLDINGS LTD;0,02;BMG507361001;Industrie;Hong Kong
CAMPBELL SOUP;0,02;US1344291091;Basis-consumentengoederen;Verenigde Staten
LAMB WESTON HOLDINGS INC;0,02;US5132721045;Basis-consumentengoederen;Verenigde Staten
ASSOCIATED BRITISH FOODS PLC;0,02;GB0006731235;Basis-consumentengoederen;Verenigd Koninkrijk
HEIDELBERGCEMENT AG;0,02;DE0006047004;Materialen;Duitsland
ATOS;0,02;FR0000051732;IT;Frankrijk
LOBLAW COMPANIES LTD;0,02;CA5394811015;Basis-consumentengoederen;Canada
YARA INTERNATIONAL;0,02;NO0010208051;Materialen;Noorwegen
EPIROC CLASS A;0,02;SE0011166933;Industrie;Zweden
SONIC HEALTHCARE LTD;0,02;AU000000SHL7;Gezondheidszorg;Australië
SIRIUS XM HOLDINGS INC;0,02;US82968B1035;Communicatie;Verenigde Staten
BOUYGUES SA;0,02;FR0000120503;Industrie;Frankrijk
APA GROUP UNITS;0,02;AU000000APA1;Nutsbedrijven;Australië
KIKKOMAN CORP;0,02;JP3240400006;Basis-consumentengoederen;Japan
SPIRAX-SARCO ENGINEERING PLC;0,02;GB00BWFGQN14;Industrie;Verenigd Koninkrijk
CHOCOLADEFABRIKEN LINDT & SPRUENGL;0,02;CH0010570759;Basis-consumentengoederen;Zwitserland
GROUPE BRUXELLES LAMBERT NV;0,02;BE0003797140;Financiële waarden;België
ALTICE USA INC CLASS A;0,02;US02156K1034;Communicatie;Verenigde Staten
KYOWA KIRIN LTD;0,02;JP3256000005;Gezondheidszorg;Japan
NIBE INDUSTRIER CLASS B;0,02;SE0008321293;Industrie;Zweden
KINGFISHER PLC;0,02;GB0033195214;Luxe-consumentengoederen;Verenigd Koninkrijk
UMICORE SA;0,02;BE0974320526;Materialen;België
CAIXABANK SA;0,02;ES0140609019;Financiële waarden;Spanje
HOST HOTELS & RESORTS REIT INC;0,02;US44107P1049;Vastgoed;Verenigde Staten
MYLAN NV;0,02;NL0011031208;Gezondheidszorg;Verenigde Staten
EQUITABLE HOLDINGS INC;0,02;US29452E1010;Financiële waarden;Verenigde Staten
PENTAIR;0,02;IE00BLS09M33;Industrie;Verenigde Staten
MISUMI GROUP INC;0,02;JP3885400006;Industrie;Japan
KONINKLIJKE KPN NV;0,02;NL0000009082;Communicatie;Nederland
ALSTOM SA;0,02;FR0010220475;Industrie;Frankrijk
MARUBENI CORP;0,02;JP3877600001;Industrie;Japan
MITSUBISHI CHEMICAL CORP;0,02;JP3897700005;Materialen;Japan
BORGWARNER INC;0,02;US0997241064;Luxe-consumentengoederen;Verenigde Staten
JAMES HARDIE INDUSTRIES CDI PLC;0,02;AU000000JHX1;Materialen;Australië
MAKITA CORP;0,02;JP3862400003;Industrie;Japan
CABOT OIL & GAS CORP;0,02;US1270971039;Energie;Verenigde Staten
ASCENDAS REAL ESTATE INVESTMENT TR;0,02;SG1M77906915;Vastgoed;Singapore
ACS ACTIVIDADES DE CONSTRUCCION Y;0,02;ES0167050915;Industrie;Spanje
LIBERTY GLOBAL PLC CLASS C;0,02;GB00B8W67B19;Communicatie;Verenigde Staten
THE A2 MILK COMPANY LTD;0,02;NZATME0002S8;Basis-consumentengoederen;Nieuw-Zeeland
ODAKYU ELECTRIC RAILWAY LTD;0,02;JP3196000008;Industrie;Japan
SOLVAY SA;0,02;BE0003470755;Materialen;België
BEIGENE ADR REPRESENTING LTD;0,02;US07725L1026;Gezondheidszorg;Hong Kong
INGENICO GROUP SA;0,02;FR0000125346;IT;Frankrijk
KNIGHT-SWIFT TRANSPORTATION HOLDIN;0,02;US4990491049;Industrie;Verenigde Staten
VAIL RESORTS INC;0,02;US91879Q1094;Luxe-consumentengoederen;Verenigde Staten
WYNN RESORTS LTD;0,02;US9831341071;Luxe-consumentengoederen;Verenigde Staten
LINCOLN NATIONAL CORP;0,02;US5341871094;Financiële waarden;Verenigde Staten
FAIRFAX FINANCIAL HOLDINGS SUB VOT;0,02;CA3039011026;Financiële waarden;Canada
LEAR CORP;0,02;US5218652049;Luxe-consumentengoederen;Verenigde Staten
ELISA;0,02;FI0009007884;Communicatie;Finland
HASBRO INC;0,02;US4180561072;Luxe-consumentengoederen;Verenigde Staten
JSR CORP;0,02;JP3385980002;Materialen;Japan
ENDESA SA;0,02;ES0130670112;Nutsbedrijven;Spanje
EVEREST RE GROUP LTD;0,02;BMG3223R1088;Financiële waarden;Verenigde Staten
MEDIOBANCA BANCA DI CREDITO FINANZ;0,02;IT0000062957;Financiële waarden;Italië
NISSAN MOTOR LTD;0,02;JP3672400003;Luxe-consumentengoederen;Japan
SVENSKA CELLULOSA B;0,02;SE0000112724;Materialen;Zweden
PORSCHE AUTOMOBIL HOLDING PREF;0,02;DE000PAH0038;Luxe-consumentengoederen;Duitsland
LIVE NATION ENTERTAINMENT INC;0,02;US5380341090;Communicatie;Verenigde Staten
AJINOMOTO INC;0,02;JP3119600009;Basis-consumentengoederen;Japan
WR BERKLEY CORP;0,02;US0844231029;Financiële waarden;Verenigde Staten
WEST JAPAN RAILWAY;0,02;JP3659000008;Industrie;Japan
SNAP ON INC;0,02;US8330341012;Industrie;Verenigde Staten
ARCELORMITTAL SA;0,02;LU1598757687;Materialen;Frankrijk
ROLLINS INC;0,02;US7757111049;Industrie;Verenigde Staten
ORIGIN ENERGY LTD;0,02;AU000000ORG5;Energie;Australië
CNH INDUSTRIAL NV;0,02;NL0010545661;Industrie;Italië
UNITED INTERNET AG;0,02;DE0005089031;Communicatie;Duitsland
CANADIAN TIRE LTD CLASS A;0,02;CA1366812024;Luxe-consumentengoederen;Canada
JUNIPER NETWORKS INC;0,02;US48203R1041;IT;Verenigde Staten
GETLINK;0,02;FR0010533075;Industrie;Frankrijk
TELSTRA CORPORATION LTD;0,02;AU000000TLS2;Communicatie;Australië
DCC PLC;0,02;IE0002424939;Industrie;Verenigd Koninkrijk
APOLLO GLOBAL MANAGEMENT INC CLASS;0,02;US03768E1055;Financiële waarden;Verenigde Staten
CHUBU ELECTRIC POWER INC;0,02;JP3526600006;Nutsbedrijven;Japan
GRIFOLS SA CLASS A;0,02;ES0171996087;Gezondheidszorg;Spanje
PAN PACIFIC INTERNATIONAL HOLDINGS;0,02;JP3639650005;Luxe-consumentengoederen;Japan
ASSURANT INC;0,02;US04621X1081;Financiële waarden;Verenigde Staten
F5 NETWORKS INC;0,02;US3156161024;IT;Verenigde Staten
PANDORA;0,02;DK0060252690;Luxe-consumentengoederen;Denemarken
EVOLUTION GAMING GROUP;0,02;SE0012673267;Luxe-consumentengoederen;Zweden
DATADOG INC CLASS A;0,02;US23804L1035;IT;Verenigde Staten
DISH NETWORK CORP CLASS A;0,02;US25470M1099;Communicatie;Verenigde Staten
TOYOTA INDUSTRIES CORP;0,02;JP3634600005;Luxe-consumentengoederen;Japan
COCHLEAR LTD;0,02;AU000000COH5;Gezondheidszorg;Australië
NOMURA RESEARCH INSTITUTE LTD;0,02;JP3762800005;IT;Japan
STORA ENSO CLASS R;0,02;FI0009005961;Materialen;Finland
ALLEGHANY CORP;0,02;US0171751003;Financiële waarden;Verenigde Staten
KINNEVIK CLASS B;0,02;SE0014684528;Financiële waarden;Zweden
SMURFIT KAPPA GROUP PLC;0,02;IE00B1RR8406;Materialen;Ierland
SG HOLDINGS LTD;0,02;JP3162770006;Industrie;Japan
HD SUPPLY HOLDINGS INC;0,02;US40416M1053;Industrie;Verenigde Staten
NIPPON BUILDING FUND REIT INC;0,02;JP3027670003;Vastgoed;Japan
PINNACLE WEST CORP;0,02;US7234841010;Nutsbedrijven;Verenigde Staten
DAVITA INC;0,02;US23918K1088;Gezondheidszorg;Verenigde Staten
AGNC INVESTMENT REIT CORP;0,02;US00123Q1040;Financiële waarden;Verenigde Staten
KINTETSU GROUP HOLDINGS LTD;0,02;JP3260800002;Industrie;Japan
SOUTH32 LTD;0,02;AU000000S320;Materialen;Australië
ATLANTIA;0,02;IT0003506190;Industrie;Italië
GN STORE NORD;0,02;DK0010272632;Gezondheidszorg;Denemarken
PUBLICIS GROUPE SA;0,02;FR0000130577;Communicatie;Frankrijk
RESONA HOLDINGS INC;0,02;JP3500610005;Financiële waarden;Japan
AGEAS SA;0,02;BE0974264930;Financiële waarden;België
BOLIDEN;0,02;SE0012455673;Materialen;Zweden
SUMITOMO ELECTRIC INDUSTRIES LTD;0,02;JP3407400005;Luxe-consumentengoederen;Japan
BURBERRY GROUP PLC;0,02;GB0031743007;Luxe-consumentengoederen;Verenigd Koninkrijk
HAMAMATSU PHOTONICS;0,02;JP3771800004;IT;Japan
JAZZ PHARMACEUTICALS PLC;0,02;IE00B4Q5ZN47;Gezondheidszorg;Verenigde Staten
COMERICA INC;0,02;US2003401070;Financiële waarden;Verenigde Staten
RAKUTEN INC;0,02;JP3967200001;Luxe-consumentengoederen;Japan
LIBERTY MEDIA FORMULA ONE CORP SER;0,02;US5312298541;Communicatie;Verenigde Staten
DAITO TRUST CONSTRUCTION LTD;0,02;JP3486800000;Vastgoed;Japan
SUNCORP GROUP LTD;0,02;AU000000SUN6;Financiële waarden;Australië
CENOVUS ENERGY INC;0,02;CA15135U1093;Energie;Canada
NEW WORLD DEVELOPMENT LTD;0,02;HK0000608585;Vastgoed;Hong Kong
ARKEMA SA;0,02;FR0010313833;Materialen;Frankrijk
MEIJI HOLDINGS LTD;0,02;JP3918000005;Basis-consumentengoederen;Japan
MELROSE INDUSTRIES PLC;0,02;GB00BZ1G4322;Industrie;Verenigd Koninkrijk
CAMDEN PROPERTY TRUST REIT;0,02;US1331311027;Vastgoed;Verenigde Staten
BANK LEUMI LE ISRAEL;0,02;IL0006046119;Financiële waarden;Israël
THALES SA;0,02;FR0000121329;Industrie;Frankrijk
